,Total assets,Total liabilities,Total stockholders' equity,% liabilities,Leverage,Book Value,Profit this year,Profit Last Year,Profit Change,EPS This Year,EPS last Year,EPS Change,Book Value Per Share,EV/EBITDA,Price,EPS Avg,EPS Avg Growth,P/E,P/PEG,P/PEG Avg,P/BV,ROA,ROE,Payout Ratio,5 Avg Dividend Yield,Forward Dividend Yield,Profit Margin,Operating Margin,Debt/Equity,Avg Revenue Growth%,Avg Profit Growth%
UPL.NS,630480000,450450000,146450000,71.44556528359345,4.305087060430181,146450000,14470000.0,20220000.0,-28.43719090009891,18.95,26.53,-28.57142857142858,252.51,,436.5,17.0475,11.159994134037255,23.034300791556728,-0.8062005277044852,2.0640065321632752,1.7286444101223715,2.295076766907753,9.8805052919085,29.91%,0.96,0.0,4.97%,14.24%,129.91,-1.077071181833622,-11.78174058832495
